4.929038, 4.053750, 4.500000, -6.613929, 3.152283 
4.646538, 4.179759, 4.500000, -6.722112, 2.749470 
4.357987, 4.289206, 4.500000, -6.806049, 2.337993 
4.064360, 4.381489, 4.500000, -6.884132, 1.923018 
3.766583, 4.456064, 4.500000, -6.973670, 1.509516 
3.465286, 4.512749, 4.500000, -7.057381, 1.095103 
3.160987, 4.551497, 4.500000, -7.128568, 0.678836 
2.854201, 4.572261, 4.500000, -7.183616, 0.260450 
2.545447, 4.574995, 4.500000, -7.224985, -0.159365 
2.235242, 4.559652, 4.500000, -7.213657, -0.577260 
1.924102, 4.526185, 4.500000, -7.040097, -0.970455 
1.612557, 4.474543, 4.500000, -6.782168, -1.331575 
1.302019, 4.404429, 4.500000, -6.470947, -1.671929 
0.995366, 4.315128, 4.500000, -6.124732, -2.003536 
0.695613, 4.205889, 4.500000, -5.747097, -2.327180 
0.405776, 4.075961, 4.500000, -5.341022, -2.644020 
0.128869, 3.924593, 4.500000, -4.908888, -2.955227 
-0.132091, 3.751032, 4.500000, -4.452435, -3.261651 
-0.374089, 3.554527, 4.500000, -3.972696, -3.563534 
-0.594109, 3.334326, 4.500000, -3.469924, -3.860341 
-0.789137, 3.089678, 4.500000, -2.970251, -4.189921 
-0.956146, 2.820089, 4.500000, -2.458122, -4.519030 
-1.091964, 2.528908, 4.500000, -1.935000, -4.825102 
-1.193303, 2.222443, 4.500000, -1.314527, -4.863912 
-1.256875, 1.907074, 4.500000, -0.677582, -4.774107 
-1.279389, 1.589185, 4.500000, -0.037424, -4.583255 
-1.257557, 1.275158, 4.350105, 0.600565, -4.308449 
-1.188088, 0.971374, 4.208090, 1.256231, -4.016205 
-1.067976, 0.684180, 4.211805, 1.931239, -3.742942 
-0.900013, 0.419196, 4.388429, 2.614275, -3.524752 
-0.692418, 0.181357, 4.500000, 3.247823, -3.251753 
-0.453616, -0.024425, 4.500000, 3.746442, -2.829266 
-0.192033, -0.193238, 4.500000, 3.997950, -2.221495 
0.084159, -0.320527, 4.500000, 4.285011, -1.637427 
0.370629, -0.407112, 4.500000, 4.588038, -1.084103 
0.666025, -0.457984, 4.500000, 4.929292, -0.582849 
0.969071, -0.478242, 4.500000, 5.240620, -0.122793 
1.278493, -0.472986, 4.500000, 5.504393, 0.280359 
1.593018, -0.447315, 4.500000, 5.740901, 0.613743 
1.911370, -0.406329, 4.500000, 5.965526, 0.870684 
2.232275, -0.355127, 4.500000, 6.188835, 1.046221 
2.554459, -0.298809, 4.500000, 6.417357, 1.134201 
